"","OBJECTID_1","COUNT","AREA","MEAN","SUM","cov","Species","SiteTransect","Site","Transect"
"570",19,129,8.0625e-06,0,0,"ForestLoss","Avahi_laniger","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"571",20,107,6.6875e-06,0,0,"ForestLoss","Avahi_laniger","Befamatra_2","Befamatra",2
"572",21,157,9.8125e-06,0,0,"ForestLoss","Avahi_laniger","Ambodimandresy_1","Ambodimandresy",1
"573",22,181,1.13125e-05,5,5,"ForestLoss","Avahi_laniger","Antanambe_2","Antanambe",2
"574",23,133,8.3125e-06,0,0,"ForestLoss","Avahi_laniger","Antanambe_3","Antanambe",3
"575",24,77,4.8125e-06,0,0,"ForestLoss","Avahi_laniger","Androfiabe_2","Androfiabe",2
"576",25,90,5.625e-06,10,10,"ForestLoss","Avahi_laniger","Ambodihasina_2","Ambodihasina",2
"577",26,93,5.8125e-06,0,0,"ForestLoss","Avahi_laniger","Antanambe_1","Antanambe",1
"578",27,156,9.75e-06,2,2,"ForestLoss","Avahi_laniger","Ambavala_1","Ambavala",1
"579",28,145,9.0625e-06,0,0,"ForestLoss","Avahi_laniger","Ambavala_2","Ambavala",2
"580",29,129,8.0625e-06,1,1,"ForestLoss","Avahi_laniger","Ambavala_3","Ambavala",3
"581",1,247,1.54375e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Ambodivoara_1","Ambodivoara",1
"582",2,203,1.26875e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Ambodihasina_1","Ambodihasina",1
"583",3,187,1.16875e-05,1,1,"ForestLoss","Cheirogaleus_crossleyi","Ambodimandresy_2","Ambodimandresy",2
"584",4,253,1.58125e-05,11,11,"ForestLoss","Cheirogaleus_crossleyi","Ambodivoara_3","Ambodivoara",3
"585",5,153,9.5625e-06,0,0,"ForestLoss","Cheirogaleus_crossleyi","Ambodivoara_2","Ambodivoara",2
"586",6,283,1.76875e-05,11,11,"ForestLoss","Cheirogaleus_crossleyi","Androfiabe_1","Androfiabe",1
"587",7,188,1.175e-05,16,16,"ForestLoss","Cheirogaleus_crossleyi","Ambodimandresy_3","Ambodimandresy",3
"588",8,182,1.1375e-05,18,18,"ForestLoss","Cheirogaleus_crossleyi","Ambodihasina_3","Ambodihasina",3
"589",9,199,1.24375e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Befamatra_1","Befamatra",1
"590",10,179,1.11875e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Befamatra_3","Befamatra",3
"591",11,193,1.20625e-05,3,3,"ForestLoss","Cheirogaleus_crossleyi","Androfiabe_3","Androfiabe",3
"592",12,226,1.4125e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Betaolana_3","Betaolana",3
"593",13,237,1.48125e-05,12,12,"ForestLoss","Cheirogaleus_crossleyi","Ambodivoara_5","Ambodivoara",5
"594",14,205,1.28125e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Betaolana_2","Betaolana",2
"595",15,275,1.71875e-05,12,12,"ForestLoss","Cheirogaleus_crossleyi","Betaolana_1","Betaolana",1
"596",16,217,1.35625e-05,4,4,"ForestLoss","Cheirogaleus_crossleyi","Ambodivoara_4","Ambodivoara",4
"597",17,161,1.00625e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"598",18,198,1.2375e-05,8,8,"ForestLoss","Cheirogaleus_crossleyi","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"599",19,223,1.39375e-05,3,3,"ForestLoss","Cheirogaleus_crossleyi","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"600",20,197,1.23125e-05,3,3,"ForestLoss","Cheirogaleus_crossleyi","Befamatra_2","Befamatra",2
"601",21,265,1.65625e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Ambodimandresy_1","Ambodimandresy",1
"602",22,305,1.90625e-05,16,16,"ForestLoss","Cheirogaleus_crossleyi","Antanambe_2","Antanambe",2
"603",23,219,1.36875e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Antanambe_3","Antanambe",3
"604",24,174,1.0875e-05,0,0,"ForestLoss","Cheirogaleus_crossleyi","Androfiabe_2","Androfiabe",2
"605",25,205,1.28125e-05,20,20,"ForestLoss","Cheirogaleus_crossleyi","Ambodihasina_2","Ambodihasina",2
"606",26,167,1.04375e-05,3,3,"ForestLoss","Cheirogaleus_crossleyi","Antanambe_1","Antanambe",1
"607",27,273,1.70625e-05,2,2,"ForestLoss","Cheirogaleus_crossleyi","Ambavala_1","Ambavala",1
"608",28,247,1.54375e-05,7,7,"ForestLoss","Cheirogaleus_crossleyi","Ambavala_2","Ambavala",2
"609",29,273,1.70625e-05,10,10,"ForestLoss","Cheirogaleus_crossleyi","Ambavala_3","Ambavala",3
"610",1,689,4.30625e-05,0,0,"ForestLoss","Eulemur_albifrons","Ambodivoara_1","Ambodivoara",1
"611",2,582,3.6375e-05,12,12,"ForestLoss","Eulemur_albifrons","Ambodihasina_1","Ambodihasina",1
"612",3,590,3.6875e-05,5,5,"ForestLoss","Eulemur_albifrons","Ambodimandresy_2","Ambodimandresy",2
"613",4,646,4.0375e-05,45,45,"ForestLoss","Eulemur_albifrons","Ambodivoara_3","Ambodivoara",3
"614",5,451,2.81875e-05,0,0,"ForestLoss","Eulemur_albifrons","Ambodivoara_2","Ambodivoara",2
"615",6,757,4.73125e-05,20,20,"ForestLoss","Eulemur_albifrons","Androfiabe_1","Androfiabe",1
"616",7,532,3.325e-05,30,30,"ForestLoss","Eulemur_albifrons","Ambodimandresy_3","Ambodimandresy",3
"617",8,552,3.45e-05,117,117,"ForestLoss","Eulemur_albifrons","Ambodihasina_3","Ambodihasina",3
"618",9,559,3.49375e-05,14,14,"ForestLoss","Eulemur_albifrons","Befamatra_1","Befamatra",1
"619",10,512,3.2e-05,0,0,"ForestLoss","Eulemur_albifrons","Befamatra_3","Befamatra",3
"620",11,593,3.70625e-05,3,3,"ForestLoss","Eulemur_albifrons","Androfiabe_3","Androfiabe",3
"621",12,617,3.85625e-05,8,8,"ForestLoss","Eulemur_albifrons","Betaolana_3","Betaolana",3
"622",13,600,3.75e-05,63,63,"ForestLoss","Eulemur_albifrons","Ambodivoara_5","Ambodivoara",5
"623",14,566,3.5375e-05,0,0,"ForestLoss","Eulemur_albifrons","Betaolana_2","Betaolana",2
"624",15,787,4.91875e-05,20,20,"ForestLoss","Eulemur_albifrons","Betaolana_1","Betaolana",1
"625",16,631,3.94375e-05,27,27,"ForestLoss","Eulemur_albifrons","Ambodivoara_4","Ambodivoara",4
"626",17,457,2.85625e-05,8,8,"ForestLoss","Eulemur_albifrons","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"627",18,542,3.3875e-05,40,40,"ForestLoss","Eulemur_albifrons","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"628",19,598,3.7375e-05,20,20,"ForestLoss","Eulemur_albifrons","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"629",20,557,3.48125e-05,23,23,"ForestLoss","Eulemur_albifrons","Befamatra_2","Befamatra",2
"630",21,710,4.4375e-05,1,1,"ForestLoss","Eulemur_albifrons","Ambodimandresy_1","Ambodimandresy",1
"631",22,860,5.375e-05,65,65,"ForestLoss","Eulemur_albifrons","Antanambe_2","Antanambe",2
"632",23,593,3.70625e-05,16,16,"ForestLoss","Eulemur_albifrons","Antanambe_3","Antanambe",3
"633",24,597,3.73125e-05,41,41,"ForestLoss","Eulemur_albifrons","Androfiabe_2","Androfiabe",2
"634",25,749,4.68125e-05,79,79,"ForestLoss","Eulemur_albifrons","Ambodihasina_2","Ambodihasina",2
"635",26,484,3.025e-05,25,25,"ForestLoss","Eulemur_albifrons","Antanambe_1","Antanambe",1
"636",27,763,4.76875e-05,37,37,"ForestLoss","Eulemur_albifrons","Ambavala_1","Ambavala",1
"637",28,639,3.99375e-05,52,52,"ForestLoss","Eulemur_albifrons","Ambavala_2","Ambavala",2
"638",29,914,5.7125e-05,40,40,"ForestLoss","Eulemur_albifrons","Ambavala_3","Ambavala",3
"639",1,885,5.53125e-05,0,0,"ForestLoss","Eulemur_rubriventer","Ambodivoara_1","Ambodivoara",1
"640",2,760,4.75e-05,16,16,"ForestLoss","Eulemur_rubriventer","Ambodihasina_1","Ambodihasina",1
"641",3,772,4.825e-05,12,12,"ForestLoss","Eulemur_rubriventer","Ambodimandresy_2","Ambodimandresy",2
"642",4,829,5.18125e-05,64,64,"ForestLoss","Eulemur_rubriventer","Ambodivoara_3","Ambodivoara",3
"643",5,596,3.725e-05,0,0,"ForestLoss","Eulemur_rubriventer","Ambodivoara_2","Ambodivoara",2
"644",6,976,6.1e-05,20,20,"ForestLoss","Eulemur_rubriventer","Androfiabe_1","Androfiabe",1
"645",7,704,4.4e-05,40,40,"ForestLoss","Eulemur_rubriventer","Ambodimandresy_3","Ambodimandresy",3
"646",8,725,4.53125e-05,160,160,"ForestLoss","Eulemur_rubriventer","Ambodihasina_3","Ambodihasina",3
"647",9,727,4.54375e-05,40,40,"ForestLoss","Eulemur_rubriventer","Befamatra_1","Befamatra",1
"648",10,679,4.24375e-05,0,0,"ForestLoss","Eulemur_rubriventer","Befamatra_3","Befamatra",3
"649",11,779,4.86875e-05,3,3,"ForestLoss","Eulemur_rubriventer","Androfiabe_3","Androfiabe",3
"650",12,803,5.01875e-05,11,11,"ForestLoss","Eulemur_rubriventer","Betaolana_3","Betaolana",3
"651",13,781,4.88125e-05,90,90,"ForestLoss","Eulemur_rubriventer","Ambodivoara_5","Ambodivoara",5
"652",14,731,4.56875e-05,0,0,"ForestLoss","Eulemur_rubriventer","Betaolana_2","Betaolana",2
"653",15,1024,6.4e-05,20,20,"ForestLoss","Eulemur_rubriventer","Betaolana_1","Betaolana",1
"654",16,820,5.125e-05,54,54,"ForestLoss","Eulemur_rubriventer","Ambodivoara_4","Ambodivoara",4
"655",17,613,3.83125e-05,21,21,"ForestLoss","Eulemur_rubriventer","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"656",18,710,4.4375e-05,69,69,"ForestLoss","Eulemur_rubriventer","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"657",19,786,4.9125e-05,39,39,"ForestLoss","Eulemur_rubriventer","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"658",20,724,4.525e-05,25,25,"ForestLoss","Eulemur_rubriventer","Befamatra_2","Befamatra",2
"659",21,916,5.725e-05,1,1,"ForestLoss","Eulemur_rubriventer","Ambodimandresy_1","Ambodimandresy",1
"660",22,1135,7.09375e-05,79,79,"ForestLoss","Eulemur_rubriventer","Antanambe_2","Antanambe",2
"661",23,769,4.80625e-05,25,25,"ForestLoss","Eulemur_rubriventer","Antanambe_3","Antanambe",3
"662",24,782,4.8875e-05,73,73,"ForestLoss","Eulemur_rubriventer","Androfiabe_2","Androfiabe",2
"663",25,976,6.1e-05,106,106,"ForestLoss","Eulemur_rubriventer","Ambodihasina_2","Ambodihasina",2
"664",26,640,4e-05,32,32,"ForestLoss","Eulemur_rubriventer","Antanambe_1","Antanambe",1
"665",27,993,6.20625e-05,79,79,"ForestLoss","Eulemur_rubriventer","Ambavala_1","Ambavala",1
"666",28,823,5.14375e-05,82,82,"ForestLoss","Eulemur_rubriventer","Ambavala_2","Ambavala",2
"667",29,1194,7.4625e-05,60,60,"ForestLoss","Eulemur_rubriventer","Ambavala_3","Ambavala",3
"668",1,589,3.68125e-05,0,0,"ForestLoss","Hapalemur_occidentalis","Ambodivoara_1","Ambodivoara",1
"669",2,497,3.10625e-05,10,10,"ForestLoss","Hapalemur_occidentalis","Ambodihasina_1","Ambodihasina",1
"670",3,499,3.11875e-05,4,4,"ForestLoss","Hapalemur_occidentalis","Ambodimandresy_2","Ambodimandresy",2
"671",4,556,3.475e-05,37,37,"ForestLoss","Hapalemur_occidentalis","Ambodivoara_3","Ambodivoara",3
"672",5,382,2.3875e-05,0,0,"ForestLoss","Hapalemur_occidentalis","Ambodivoara_2","Ambodivoara",2
"673",6,646,4.0375e-05,20,20,"ForestLoss","Hapalemur_occidentalis","Androfiabe_1","Androfiabe",1
"674",7,459,2.86875e-05,28,28,"ForestLoss","Hapalemur_occidentalis","Ambodimandresy_3","Ambodimandresy",3
"675",8,472,2.95e-05,99,99,"ForestLoss","Hapalemur_occidentalis","Ambodihasina_3","Ambodihasina",3
"676",9,480,3e-05,7,7,"ForestLoss","Hapalemur_occidentalis","Befamatra_1","Befamatra",1
"677",10,431,2.69375e-05,0,0,"ForestLoss","Hapalemur_occidentalis","Befamatra_3","Befamatra",3
"678",11,508,3.175e-05,3,3,"ForestLoss","Hapalemur_occidentalis","Androfiabe_3","Androfiabe",3
"679",12,528,3.3e-05,6,6,"ForestLoss","Hapalemur_occidentalis","Betaolana_3","Betaolana",3
"680",13,515,3.21875e-05,49,49,"ForestLoss","Hapalemur_occidentalis","Ambodivoara_5","Ambodivoara",5
"681",14,487,3.04375e-05,0,0,"ForestLoss","Hapalemur_occidentalis","Betaolana_2","Betaolana",2
"682",15,678,4.2375e-05,20,20,"ForestLoss","Hapalemur_occidentalis","Betaolana_1","Betaolana",1
"683",16,541,3.38125e-05,20,20,"ForestLoss","Hapalemur_occidentalis","Ambodivoara_4","Ambodivoara",4
"684",17,392,2.45e-05,3,3,"ForestLoss","Hapalemur_occidentalis","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"685",18,465,2.90625e-05,33,33,"ForestLoss","Hapalemur_occidentalis","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"686",19,514,3.2125e-05,16,16,"ForestLoss","Hapalemur_occidentalis","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"687",20,476,2.975e-05,20,20,"ForestLoss","Hapalemur_occidentalis","Befamatra_2","Befamatra",2
"688",21,617,3.85625e-05,1,1,"ForestLoss","Hapalemur_occidentalis","Ambodimandresy_1","Ambodimandresy",1
"689",22,732,4.575e-05,55,55,"ForestLoss","Hapalemur_occidentalis","Antanambe_2","Antanambe",2
"690",23,511,3.19375e-05,12,12,"ForestLoss","Hapalemur_occidentalis","Antanambe_3","Antanambe",3
"691",24,506,3.1625e-05,30,30,"ForestLoss","Hapalemur_occidentalis","Androfiabe_2","Androfiabe",2
"692",25,634,3.9625e-05,65,65,"ForestLoss","Hapalemur_occidentalis","Ambodihasina_2","Ambodihasina",2
"693",26,414,2.5875e-05,23,23,"ForestLoss","Hapalemur_occidentalis","Antanambe_1","Antanambe",1
"694",27,662,4.1375e-05,21,21,"ForestLoss","Hapalemur_occidentalis","Ambavala_1","Ambavala",1
"695",28,550,3.4375e-05,37,37,"ForestLoss","Hapalemur_occidentalis","Ambavala_2","Ambavala",2
"696",29,782,4.8875e-05,34,34,"ForestLoss","Hapalemur_occidentalis","Ambavala_3","Ambavala",3
"697",1,94,5.875e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambodivoara_1","Ambodivoara",1
"698",2,76,4.75e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambodihasina_1","Ambodihasina",1
"699",3,51,3.1875e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambodimandresy_2","Ambodimandresy",2
"700",4,120,7.5e-06,4,4,"ForestLoss","Lepilemur_saeli","Ambodivoara_3","Ambodivoara",3
"701",5,55,3.4375e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambodivoara_2","Ambodivoara",2
"702",6,99,6.1875e-06,4,4,"ForestLoss","Lepilemur_saeli","Androfiabe_1","Androfiabe",1
"703",7,73,4.5625e-06,8,8,"ForestLoss","Lepilemur_saeli","Ambodimandresy_3","Ambodimandresy",3
"704",8,67,4.1875e-06,1,1,"ForestLoss","Lepilemur_saeli","Ambodihasina_3","Ambodihasina",3
"705",9,75,4.6875e-06,0,0,"ForestLoss","Lepilemur_saeli","Befamatra_1","Befamatra",1
"706",10,66,4.125e-06,0,0,"ForestLoss","Lepilemur_saeli","Befamatra_3","Befamatra",3
"707",11,63,3.9375e-06,0,0,"ForestLoss","Lepilemur_saeli","Androfiabe_3","Androfiabe",3
"708",12,76,4.75e-06,0,0,"ForestLoss","Lepilemur_saeli","Betaolana_3","Betaolana",3
"709",13,109,6.8125e-06,2,2,"ForestLoss","Lepilemur_saeli","Ambodivoara_5","Ambodivoara",5
"710",14,93,5.8125e-06,0,0,"ForestLoss","Lepilemur_saeli","Betaolana_2","Betaolana",2
"711",15,92,5.75e-06,3,3,"ForestLoss","Lepilemur_saeli","Betaolana_1","Betaolana",1
"712",16,71,4.4375e-06,1,1,"ForestLoss","Lepilemur_saeli","Ambodivoara_4","Ambodivoara",4
"713",17,63,3.9375e-06,0,0,"ForestLoss","Lepilemur_saeli","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"714",18,80,5e-06,1,1,"ForestLoss","Lepilemur_saeli","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"715",19,90,5.625e-06,0,0,"ForestLoss","Lepilemur_saeli","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"716",20,75,4.6875e-06,0,0,"ForestLoss","Lepilemur_saeli","Befamatra_2","Befamatra",2
"717",21,123,7.6875e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambodimandresy_1","Ambodimandresy",1
"718",22,136,8.5e-06,3,3,"ForestLoss","Lepilemur_saeli","Antanambe_2","Antanambe",2
"719",23,102,6.375e-06,0,0,"ForestLoss","Lepilemur_saeli","Antanambe_3","Antanambe",3
"720",24,47,2.9375e-06,0,0,"ForestLoss","Lepilemur_saeli","Androfiabe_2","Androfiabe",2
"721",25,57,3.5625e-06,6,6,"ForestLoss","Lepilemur_saeli","Ambodihasina_2","Ambodihasina",2
"722",26,67,4.1875e-06,0,0,"ForestLoss","Lepilemur_saeli","Antanambe_1","Antanambe",1
"723",27,117,7.3125e-06,2,2,"ForestLoss","Lepilemur_saeli","Ambavala_1","Ambavala",1
"724",28,114,7.125e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambavala_2","Ambavala",2
"725",29,88,5.5e-06,0,0,"ForestLoss","Lepilemur_saeli","Ambavala_3","Ambavala",3
"726",1,209,1.30625e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Ambodivoara_1","Ambodivoara",1
"727",2,172,1.075e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Ambodihasina_1","Ambodihasina",1
"728",3,152,9.5e-06,1,1,"ForestLoss","Microcebus_lehilahytsara","Ambodimandresy_2","Ambodimandresy",2
"729",4,212,1.325e-05,9,9,"ForestLoss","Microcebus_lehilahytsara","Ambodivoara_3","Ambodivoara",3
"730",5,125,7.8125e-06,0,0,"ForestLoss","Microcebus_lehilahytsara","Ambodivoara_2","Ambodivoara",2
"731",6,234,1.4625e-05,9,9,"ForestLoss","Microcebus_lehilahytsara","Androfiabe_1","Androfiabe",1
"732",7,160,1e-05,13,13,"ForestLoss","Microcebus_lehilahytsara","Ambodimandresy_3","Ambodimandresy",3
"733",8,152,9.5e-06,15,15,"ForestLoss","Microcebus_lehilahytsara","Ambodihasina_3","Ambodihasina",3
"734",9,163,1.01875e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Befamatra_1","Befamatra",1
"735",10,152,9.5e-06,0,0,"ForestLoss","Microcebus_lehilahytsara","Befamatra_3","Befamatra",3
"736",11,157,9.8125e-06,3,3,"ForestLoss","Microcebus_lehilahytsara","Androfiabe_3","Androfiabe",3
"737",12,181,1.13125e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Betaolana_3","Betaolana",3
"738",13,201,1.25625e-05,9,9,"ForestLoss","Microcebus_lehilahytsara","Ambodivoara_5","Ambodivoara",5
"739",14,175,1.09375e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Betaolana_2","Betaolana",2
"740",15,230,1.4375e-05,8,8,"ForestLoss","Microcebus_lehilahytsara","Betaolana_1","Betaolana",1
"741",16,180,1.125e-05,2,2,"ForestLoss","Microcebus_lehilahytsara","Ambodivoara_4","Ambodivoara",4
"742",17,134,8.375e-06,0,0,"ForestLoss","Microcebus_lehilahytsara","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"743",18,164,1.025e-05,6,6,"ForestLoss","Microcebus_lehilahytsara","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"744",19,188,1.175e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"745",20,164,1.025e-05,2,2,"ForestLoss","Microcebus_lehilahytsara","Befamatra_2","Befamatra",2
"746",21,235,1.46875e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Ambodimandresy_1","Ambodimandresy",1
"747",22,263,1.64375e-05,13,13,"ForestLoss","Microcebus_lehilahytsara","Antanambe_2","Antanambe",2
"748",23,189,1.18125e-05,0,0,"ForestLoss","Microcebus_lehilahytsara","Antanambe_3","Antanambe",3
"749",24,143,8.9375e-06,0,0,"ForestLoss","Microcebus_lehilahytsara","Androfiabe_2","Androfiabe",2
"750",25,162,1.0125e-05,16,16,"ForestLoss","Microcebus_lehilahytsara","Ambodihasina_2","Ambodihasina",2
"751",26,142,8.875e-06,2,2,"ForestLoss","Microcebus_lehilahytsara","Antanambe_1","Antanambe",1
"752",27,231,1.44375e-05,2,2,"ForestLoss","Microcebus_lehilahytsara","Ambavala_1","Ambavala",1
"753",28,207,1.29375e-05,4,4,"ForestLoss","Microcebus_lehilahytsara","Ambavala_2","Ambavala",2
"754",29,225,1.40625e-05,6,6,"ForestLoss","Microcebus_lehilahytsara","Ambavala_3","Ambavala",3
"755",1,1478,9.2375e-05,1,1,"ForestLoss","Propithecus_candidus","Ambodivoara_1","Ambodivoara",1
"756",2,1288,8.05e-05,45,45,"ForestLoss","Propithecus_candidus","Ambodihasina_1","Ambodihasina",1
"757",3,1313,8.20625e-05,30,30,"ForestLoss","Propithecus_candidus","Ambodimandresy_2","Ambodimandresy",2
"758",4,1372,8.575e-05,94,94,"ForestLoss","Propithecus_candidus","Ambodivoara_3","Ambodivoara",3
"759",5,1051,6.56875e-05,4,4,"ForestLoss","Propithecus_candidus","Ambodivoara_2","Ambodivoara",2
"760",6,1590,9.9375e-05,22,22,"ForestLoss","Propithecus_candidus","Androfiabe_1","Androfiabe",1
"761",7,1198,7.4875e-05,70,70,"ForestLoss","Propithecus_candidus","Ambodimandresy_3","Ambodimandresy",3
"762",8,1235,7.71875e-05,249,249,"ForestLoss","Propithecus_candidus","Ambodihasina_3","Ambodihasina",3
"763",9,1234,7.7125e-05,166,166,"ForestLoss","Propithecus_candidus","Befamatra_1","Befamatra",1
"764",10,1165,7.28125e-05,12,12,"ForestLoss","Propithecus_candidus","Befamatra_3","Befamatra",3
"765",11,1319,8.24375e-05,3,3,"ForestLoss","Propithecus_candidus","Androfiabe_3","Androfiabe",3
"766",12,1344,8.4e-05,25,25,"ForestLoss","Propithecus_candidus","Betaolana_3","Betaolana",3
"767",13,1292,8.075e-05,134,134,"ForestLoss","Propithecus_candidus","Ambodivoara_5","Ambodivoara",5
"768",14,1246,7.7875e-05,8,8,"ForestLoss","Propithecus_candidus","Betaolana_2","Betaolana",2
"769",15,1671,0.0001044375,20,20,"ForestLoss","Propithecus_candidus","Betaolana_1","Betaolana",1
"770",16,1378,8.6125e-05,159,159,"ForestLoss","Propithecus_candidus","Ambodivoara_4","Ambodivoara",4
"771",17,1061,6.63125e-05,100,100,"ForestLoss","Propithecus_candidus","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"772",18,1208,7.55e-05,179,179,"ForestLoss","Propithecus_candidus","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"773",19,1315,8.21875e-05,69,69,"ForestLoss","Propithecus_candidus","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"774",20,1233,7.70625e-05,40,40,"ForestLoss","Propithecus_candidus","Befamatra_2","Befamatra",2
"775",21,1509,9.43125e-05,4,4,"ForestLoss","Propithecus_candidus","Ambodimandresy_1","Ambodimandresy",1
"776",22,1999,0.0001249375,104,104,"ForestLoss","Propithecus_candidus","Antanambe_2","Antanambe",2
"777",23,1284,8.025e-05,63,63,"ForestLoss","Propithecus_candidus","Antanambe_3","Antanambe",3
"778",24,1329,8.30625e-05,151,151,"ForestLoss","Propithecus_candidus","Androfiabe_2","Androfiabe",2
"779",25,1631,0.0001019375,192,192,"ForestLoss","Propithecus_candidus","Ambodihasina_2","Ambodihasina",2
"780",26,1107,6.91875e-05,53,53,"ForestLoss","Propithecus_candidus","Antanambe_1","Antanambe",1
"781",27,1619,0.0001011875,232,232,"ForestLoss","Propithecus_candidus","Ambavala_1","Ambavala",1
"782",28,1377,8.60625e-05,120,120,"ForestLoss","Propithecus_candidus","Ambavala_2","Ambavala",2
"783",29,2058,0.000128625,108,108,"ForestLoss","Propithecus_candidus","Ambavala_3","Ambavala",3
"784",1,478,3.6882716049e-05,25.439561064772,NA,"Ruggedness","Allocebus_trichotis","Ambodivoara_1","Ambodivoara",1
"785",2,403,3.1095679012e-05,23.4833926207966,NA,"Ruggedness","Allocebus_trichotis","Ambodihasina_1","Ambodihasina",1
"786",3,408,3.1481481481e-05,35.2857922502593,NA,"Ruggedness","Allocebus_trichotis","Ambodimandresy_2","Ambodimandresy",2
"787",4,450,3.4722222222e-05,36.946373163859,NA,"Ruggedness","Allocebus_trichotis","Ambodivoara_3","Ambodivoara",3
"788",5,307,2.3688271605e-05,24.7856618635818,NA,"Ruggedness","Allocebus_trichotis","Ambodivoara_2","Ambodivoara",2
"789",6,526,4.0586419753e-05,22.3668630014354,NA,"Ruggedness","Allocebus_trichotis","Androfiabe_1","Androfiabe",1
"790",7,368,2.8395061728e-05,30.9247178927712,NA,"Ruggedness","Allocebus_trichotis","Ambodimandresy_3","Ambodimandresy",3
"791",8,384,2.962962963e-05,29.721363723278,NA,"Ruggedness","Allocebus_trichotis","Ambodihasina_3","Ambodihasina",3
"792",9,386,2.9783950617e-05,29.9704912079431,NA,"Ruggedness","Allocebus_trichotis","Befamatra_1","Befamatra",1
"793",10,350,2.700617284e-05,26.5878273337228,NA,"Ruggedness","Allocebus_trichotis","Befamatra_3","Befamatra",3
"794",11,406,3.1327160494e-05,22.8337385865855,NA,"Ruggedness","Allocebus_trichotis","Androfiabe_3","Androfiabe",3
"795",12,427,3.2947530864e-05,39.3610612525315,NA,"Ruggedness","Allocebus_trichotis","Betaolana_3","Betaolana",3
"796",13,421,3.2484567901e-05,40.6770704421182,NA,"Ruggedness","Allocebus_trichotis","Ambodivoara_5","Ambodivoara",5
"797",14,393,3.0324074074e-05,24.4569208312581,NA,"Ruggedness","Allocebus_trichotis","Betaolana_2","Betaolana",2
"798",15,556,4.2901234568e-05,22.7022696596255,NA,"Ruggedness","Allocebus_trichotis","Betaolana_1","Betaolana",1
"799",16,438,3.3796296296e-05,25.634510796364,NA,"Ruggedness","Allocebus_trichotis","Ambodivoara_4","Ambodivoara",4
"800",17,313,2.4151234568e-05,34.579274860053,NA,"Ruggedness","Allocebus_trichotis","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"801",18,378,2.9166666667e-05,35.9013536304393,NA,"Ruggedness","Allocebus_trichotis","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"802",19,422,3.2561728395e-05,23.264622238575,NA,"Ruggedness","Allocebus_trichotis","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"803",20,385,2.9706790123e-05,23.7325564310148,NA,"Ruggedness","Allocebus_trichotis","Befamatra_2","Befamatra",2
"804",21,495,3.8194444444e-05,33.468455940786,NA,"Ruggedness","Allocebus_trichotis","Ambodimandresy_1","Ambodimandresy",1
"805",22,591,4.5601851852e-05,31.4615263132073,NA,"Ruggedness","Allocebus_trichotis","Antanambe_2","Antanambe",2
